year,normMeanDistPreAlign,normMeanDistPostAlign,meanNumPoints
1982,NA,NA,NA
1983,NA,NA,NA
1984,5.9977211907601,6.75050091151839,223.333333333333
1985,5.45437878495416,5.62403587185662,213.428571428571
1986,5.79576733042648,6.98505344652748,259.375
1987,5.68681295319953,6.38897297970513,307.75
1988,6.7981227065162,7.08797641529063,315.75
1989,7.46568797568004,6.80536014214614,229.75
1990,6.99195900461943,6.40494772745699,222.75
1991,4.76424756103351,5.54756059190506,179.833333333333
1992,9.15085294112469,10.2448173985634,163
1993,7.89615806761123,9.69488256702027,201.142857142857
1994,4.08165136383192,4.40491280397522,144.571428571429
1995,4.79817334166055,5.56652513568923,130.571428571429
1996,7.31842321122041,7.50798909793928,134
1997,8.07135933685889,8.7965748321983,130.875
1998,6.72619464813896,6.60074678346546,96
1999,4.98474978534704,5.17120083079052,63.3333333333333
2000,5.86445923475644,5.97428214212262,50.5714285714286
2001,3.72205774477761,3.93842135032428,47.6666666666667
2002,5.54259665872244,5.71970315336778,80.4285714285714
2003,5.49056643662802,5.5278117215295,44.4285714285714
2004,5.15884870475316,6.1139980599985,61.2857142857143
